term,home_ownership,grade,purpose,int_rate,addr_state,loan_status,application_type,loan_amnt,emp_length,annual_inc,dti,delinq_2yrs,revol_util,revol_bal,total_acc,num_tl_90g_dpd_24m,dti_joint,term_cleaned,emplen_cleaned,revolutil_cleaned,rev_avg,dti_cleaned,bad_loan
 36 months,MORTGAGE,A,credit_card,8.19%,NH,Current,Individual,24000,10+ years,65000,22.86,1,25%,24483,37,0,null, 36 ,10,25,43.76206961077844,22.86,No
 60 months,MORTGAGE,D,debt_consolidation,18.94%,PA,Current,Individual,10000,4 years,130000,12.08,6,27%,11416,28,3,null, 60 ,4,27,43.76206961077844,12.08,No
 36 months,MORTGAGE,A,other,7.56%,NY,Current,Individual,6700,7 years,60000,13.42,0,40.90%,21006,12,0,null, 36 ,7,40,43.76206961077844,13.42,No
 36 months,RENT,B,debt_consolidation,11.31%,OR,Current,Individual,10000,10+ years,37000,5.19,2,19.50%,6648,22,1,null, 36 ,10,19,43.76206961077844,5.19,No
 36 months,MORTGAGE,B,debt_consolidation,10.33%,MS,Current,Individual,18500,n/a,67500,35.41,0,91.70%,25945,20,0,null, 36 ,,91,43.76206961077844,35.41,No
 36 months,RENT,A,other,8.81%,MA,Current,Individual,20000,6 years,75000,17.74,0,18.10%,4167,11,0,null, 36 ,6,18,43.76206961077844,17.74,No
 36 months,RENT,C,other,13.56%,CA,Current,Joint App,10000,1 year,62000,23.13,1,19.30%,2031,13,1,14.8, 36 ,1,19,43.76206961077844,23.13,No
 60 months,RENT,E,debt_consolidation,27.27%,AZ,Current,Individual,12000,n/a,50000,8.02,0,98.10%,1472,4,0,null, 60 ,,98,43.76206961077844,8.02,No
 36 months,RENT,C,debt_consolidation,16.91%,FL,Current,Individual,10000,10+ years,42000,17.91,0,52.70%,8066,13,0,null, 36 ,10,52,43.76206961077844,17.91,No
 36 months,RENT,A,debt_consolidation,8.81%,IL,Current,Individual,20000,6 years,40000,19.32,0,51.80%,24656,20,0,null, 36 ,6,51,43.76206961077844,19.32,No
 60 months,RENT,C,debt_consolidation,15.02%,MD,Current,Joint App,10000,7 years,45000,59.23,0,54.40%,15172,28,0,35.24, 60 ,7,54,43.76206961077844,59.23,No
 36 months,MORTGAGE,A,credit_card,7.02%,TX,Current,Individual,4475,< 1 year,85000,11.71,0,0.80%,481,16,0,null, 36 ,1,0,43.76206961077844,11.71,No
 36 months,RENT,C,debt_consolidation,16.91%,CT,Current,Individual,18000,9 years,49500,28.39,0,74.50%,19071,31,0,null, 36 ,9,74,43.76206961077844,28.39,No
 60 months,RENT,B,debt_consolidation,12.98%,NC,Current,Individual,10000,10+ years,64000,23.01,0,32.60%,10344,34,0,null, 60 ,10,32,43.76206961077844,23.01,No
 36 months,OWN,A,debt_consolidation,8.19%,IL,Fully Paid,Individual,33000,10+ years,168296,9.38,0,21.80%,13566,38,0,null, 36 ,10,21,43.76206961077844,9.38,No
 36 months,RENT,A,debt_consolidation,8.19%,CA,Current,Joint App,5000,8 years,100000,33.4,1,10.40%,7829,35,0,27.37, 36 ,8,10,43.76206961077844,33.4,No
 36 months,OWN,C,debt_consolidation,15.02%,NH,Current,Individual,9000,10+ years,42000,32.71,0,79.70%,18958,18,0,null, 36 ,10,79,43.76206961077844,32.71,No
 60 months,OWN,B,debt_consolidation,12.98%,TX,Current,Individual,15000,< 1 year,60000,30.44,1,22.80%,5080,49,0,null, 60 ,1,22,43.76206961077844,30.44,No
 36 months,RENT,B,debt_consolidation,10.72%,CT,Current,Individual,10000,n/a,65400,18.33,0,31.60%,14095,32,0,null, 36 ,,31,43.76206961077844,18.33,No
 36 months,RENT,B,debt_consolidation,11.80%,FL,Current,Individual,19200,< 1 year,100000,36.39,0,46.40%,10814,34,0,null, 36 ,1,46,43.76206961077844,36.39,No
 60 months,MORTGAGE,B,credit_card,10.72%,CA,Current,Individual,40000,< 1 year,135000,21.88,0,70.50%,30536,31,0,null, 60 ,1,70,43.76206961077844,21.88,No
 36 months,MORTGAGE,B,debt_consolidation,12.98%,GA,Current,Individual,7000,7 years,110000,9.34,1,93.20%,38777,19,0,null, 36 ,7,93,43.76206961077844,9.34,No
 60 months,RENT,C,credit_card,16.14%,NC,Current,Joint App,19000,10+ years,55000,15.75,0,63.80%,14749,11,0,21.69, 60 ,10,63,43.76206961077844,15.75,No
 60 months,MORTGAGE,C,debt_consolidation,13.56%,TN,Current,Individual,10000,3 years,59000,12.27,0,16.10%,11836,24,0,null, 60 ,3,16,43.76206961077844,12.27,No
 60 months,RENT,D,credit_card,19.92%,NY,In Grace Period,Individual,16000,4 years,45000,14.69,0,30%,11361,17,0,null, 60 ,4,30,43.76206961077844,14.69,yes
 36 months,MORTGAGE,B,credit_card,12.98%,IN,Current,Joint App,16000,6 years,25000,115.41,0,42.50%,29006,36,0,28.94, 36 ,6,42,43.76206961077844,115.41,No
 36 months,RENT,B,credit_card,10.33%,IL,Current,Individual,10000,< 1 year,70000,9.58,0,35%,9414,10,0,null, 36 ,1,35,43.76206961077844,9.58,No
 36 months,MORTGAGE,A,debt_consolidation,7.56%,OH,Current,Individual,20000,3 years,120000,33.03,0,14.90%,25974,25,0,null, 36 ,3,14,43.76206961077844,33.03,No
 36 months,OWN,E,car,27.27%,MN,Current,Individual,5100,1 year,35000,9.98,0,40.70%,2199,9,0,null, 36 ,1,40,43.76206961077844,9.98,No
 60 months,MORTGAGE,C,medical,16.14%,MD,Current,Joint App,10000,10+ years,39000,32.12,0,54.90%,18395,16,0,18.98, 60 ,10,54,43.76206961077844,32.12,No
 36 months,MORTGAGE,D,debt_consolidation,20.89%,MT,Current,Joint App,2200,5 years,43000,61.46,0,75.50%,17752,25,0,30.43, 36 ,5,75,43.76206961077844,61.46,No
 36 months,RENT,A,debt_consolidation,8.81%,CA,Current,Individual,3000,5 years,170000,5.99,0,41.80%,8366,19,0,null, 36 ,5,41,43.76206961077844,5.99,No
 60 months,MORTGAGE,B,debt_consolidation,12.98%,PA,Current,Individual,15775,3 years,90000,9.23,0,8.60%,2239,41,0,null, 60 ,3,8,43.76206961077844,9.23,No
 36 months,MORTGAGE,A,debt_consolidation,7.02%,CA,Current,Joint App,32000,n/a,40000,37.65,0,33.80%,15366,20,0,21.43, 36 ,,33,43.76206961077844,37.65,No
 60 months,MORTGAGE,E,debt_consolidation,23.40%,NC,Current,Individual,10000,10+ years,33000,36.99,0,80.90%,5663,19,0,null, 60 ,10,80,43.76206961077844,36.99,No
 60 months,MORTGAGE,D,debt_consolidation,18.94%,MO,Current,Individual,15000,< 1 year,100000,31.42,0,75.80%,31532,35,0,null, 60 ,1,75,43.76206961077844,31.42,No
 60 months,MORTGAGE,B,credit_card,10.72%,ND,Current,Joint App,40000,< 1 year,92000,28.28,0,73.30%,42504,34,0,17.74, 60 ,1,73,43.76206961077844,28.28,No
 36 months,OWN,B,debt_consolidation,12.98%,FL,Current,Individual,10000,2 years,36067,38.5,0,80.40%,30318,28,0,null, 36 ,2,80,43.76206961077844,38.5,No
 36 months,MORTGAGE,E,credit_card,23.40%,UT,Current,Individual,9200,10+ years,50000,7.73,1,86.20%,9308,14,0,null, 36 ,10,86,43.76206961077844,7.73,No
 36 months,MORTGAGE,C,debt_consolidation,14.47%,AL,Current,Individual,15000,3 years,115000,12.87,0,69%,13065,9,0,null, 36 ,3,69,43.76206961077844,12.87,No
 60 months,RENT,C,debt_consolidation,15.02%,NY,Current,Individual,35000,3 years,60000,18.92,0,37.80%,15611,7,0,null, 60 ,3,37,43.76206961077844,18.92,No
 36 months,OWN,C,debt_consolidation,16.91%,NJ,Current,Individual,8000,< 1 year,60000,30.34,0,44.80%,11460,25,0,null, 36 ,1,44,43.76206961077844,30.34,No
 60 months,RENT,A,debt_consolidation,8.19%,CA,Current,Individual,12000,4 years,93000,6.7,0,78.70%,17632,8,0,null, 60 ,4,78,43.76206961077844,6.7,No
 36 months,MORTGAGE,A,credit_card,6.46%,LA,Current,Individual,12000,5 years,65000,3.82,0,52.80%,11771,18,0,null, 36 ,5,52,43.76206961077844,3.82,No
 36 months,MORTGAGE,C,debt_consolidation,13.56%,NE,Current,Individual,30000,10+ years,135000,27.4,0,68.30%,39328,29,0,null, 36 ,10,68,43.76206961077844,27.4,No
 36 months,OWN,C,credit_card,14.47%,TX,Current,Individual,13500,8 years,38000,30.18,0,28.20%,6860,18,0,null, 36 ,8,28,43.76206961077844,30.18,No
 36 months,MORTGAGE,A,debt_consolidation,6.46%,AL,Current,Joint App,25000,7 years,50000,17.67,0,46.70%,17821,20,0,18.91, 36 ,7,46,43.76206961077844,17.67,No
 36 months,MORTGAGE,C,credit_card,13.56%,TX,Current,Individual,12000,5 years,55000,20.17,1,52.30%,8311,20,1,null, 36 ,5,52,43.76206961077844,20.17,No
 36 months,MORTGAGE,A,debt_consolidation,8.81%,NY,Current,Individual,7000,10+ years,117000,13.35,3,91.80%,16894,32,1,null, 36 ,10,91,43.76206961077844,13.35,No
 36 months,RENT,B,debt_consolidation,11.31%,GA,Current,Joint App,10000,4 years,45000,25.41,0,75.10%,4730,6,0,15.91, 36 ,4,75,43.76206961077844,25.41,No
 60 months,RENT,C,debt_consolidation,15.02%,MI,Current,Individual,26000,10+ years,69000,14.56,1,13.40%,3022,12,0,null, 60 ,10,13,43.76206961077844,14.56,No
 60 months,MORTGAGE,A,credit_card,7.21%,OH,Current,Individual,35000,4 years,53000,11.46,0,42.40%,22407,22,0,null, 60 ,4,42,43.76206961077844,11.46,No
 36 months,MORTGAGE,A,credit_card,7.02%,NC,Current,Individual,15000,n/a,85000,8.41,0,19.70%,9958,37,0,null, 36 ,,19,43.76206961077844,8.41,No
 60 months,MORTGAGE,D,debt_consolidation,18.94%,PA,Current,Individual,10000,1 year,45000,31.97,1,85%,8301,24,0,null, 60 ,1,85,43.76206961077844,31.97,No
 60 months,MORTGAGE,C,debt_consolidation,16.14%,AZ,Current,Individual,12000,8 years,90000,1.31,2,49.60%,2182,9,0,null, 60 ,8,49,43.76206961077844,1.31,No
 60 months,MORTGAGE,B,debt_consolidation,11.06%,CO,Current,Individual,37000,10+ years,95000,14.86,0,48.80%,30015,24,0,null, 60 ,10,48,43.76206961077844,14.86,No
 36 months,OWN,B,debt_consolidation,10.47%,CA,Current,Individual,6000,10+ years,60000,20.1,0,25.10%,3611,26,0,null, 36 ,10,25,43.76206961077844,20.1,No
 36 months,RENT,C,debt_consolidation,16.91%,NJ,Current,Individual,2200,7 years,55000,15.82,0,33.60%,17562,26,0,null, 36 ,7,33,43.76206961077844,15.82,No
 60 months,RENT,C,debt_consolidation,15.02%,MO,Current,Individual,23000,< 1 year,47000,27.5,0,31.50%,12272,20,0,null, 60 ,1,31,43.76206961077844,27.5,No
 60 months,MORTGAGE,B,debt_consolidation,12.98%,NC,Current,Individual,16000,10+ years,55000,20.29,0,7.50%,1876,22,0,null, 60 ,10,7,43.76206961077844,20.29,No
 60 months,MORTGAGE,B,debt_consolidation,12.98%,HI,Current,Individual,40000,6 years,100000,23.94,0,67.30%,32507,26,0,null, 60 ,6,67,43.76206961077844,23.94,No
 36 months,RENT,B,debt_consolidation,11.31%,TN,Current,Individual,3000,10+ years,47000,20.71,0,13.80%,3597,25,0,null, 36 ,10,13,43.76206961077844,20.71,No
 36 months,OWN,A,debt_consolidation,6.46%,IL,Current,Individual,22500,10+ years,58000,38.61,0,21.10%,17843,24,0,null, 36 ,10,21,43.76206961077844,38.61,No
 36 months,MORTGAGE,A,credit_card,6.46%,CA,Current,Individual,7000,n/a,65000,23.34,0,51.80%,12059,33,0,null, 36 ,,51,43.76206961077844,23.34,No
 36 months,MORTGAGE,A,car,8.19%,SC,Current,Individual,16800,2 years,105000,21.61,0,18.70%,7321,24,0,null, 36 ,2,18,43.76206961077844,21.61,No
 60 months,MORTGAGE,D,debt_consolidation,20.89%,CA,Current,Individual,16000,n/a,30000,25.04,0,54.40%,20888,13,0,null, 60 ,,54,43.76206961077844,25.04,No
 60 months,MORTGAGE,C,home_improvement,14.47%,VA,Current,Individual,40000,< 1 year,180000,10.31,0,40.70%,18958,32,0,null, 60 ,1,40,43.76206961077844,10.31,No
 60 months,RENT,C,major_purchase,13.56%,MI,Current,Joint App,12000,6 years,95000,7.21,0,63.10%,4415,11,0,6.86, 60 ,6,63,43.76206961077844,7.21,No
 36 months,MORTGAGE,B,debt_consolidation,11.80%,AR,Current,Individual,12000,5 years,132000,7.08,0,93.80%,6756,13,0,null, 36 ,5,93,43.76206961077844,7.08,No
 36 months,MORTGAGE,A,debt_consolidation,7.56%,TX,Current,Individual,10000,5 years,75000,21.47,0,39%,5458,27,0,null, 36 ,5,39,43.76206961077844,21.47,No
 60 months,MORTGAGE,B,home_improvement,12.73%,SC,Current,Individual,40000,10+ years,80000,14.19,0,41.40%,30282,14,0,null, 60 ,10,41,43.76206961077844,14.19,No
 60 months,RENT,E,credit_card,27.27%,PA,Current,Individual,18000,2 years,40000,28.14,0,71.50%,14938,21,0,null, 60 ,2,71,43.76206961077844,28.14,No
 60 months,MORTGAGE,C,other,16.14%,MO,Current,Individual,10000,n/a,40000,9.72,1,41.10%,1234,15,0,null, 60 ,,41,43.76206961077844,9.72,No
 36 months,RENT,A,debt_consolidation,6.11%,TX,Current,Individual,15000,10+ years,65000,27.32,0,28.60%,6755,15,0,null, 36 ,10,28,43.76206961077844,27.32,No
 60 months,MORTGAGE,B,debt_consolidation,11.80%,NY,Current,Joint App,10800,< 1 year,136000,15.56,0,9.60%,8868,59,0,11.67, 60 ,1,9,43.76206961077844,15.56,No
 36 months,RENT,E,home_improvement,24.37%,NY,Current,Individual,6375,n/a,32902.4,5.29,0,21.20%,3458,12,0,null, 36 ,,21,43.76206961077844,5.29,No
 36 months,RENT,C,debt_consolidation,16.91%,CA,Current,Individual,12000,8 years,58000,32.55,1,24.60%,12114,25,0,null, 36 ,8,24,43.76206961077844,32.55,No
 36 months,MORTGAGE,A,debt_consolidation,6.46%,MA,Current,Individual,20000,< 1 year,140000,13.44,0,17.40%,146963,23,0,null, 36 ,1,17,43.76206961077844,13.44,No
 36 months,RENT,A,credit_card,8.81%,MN,Current,Individual,9500,9 years,26000,27.65,0,55.10%,7937,11,0,null, 36 ,9,55,43.76206961077844,27.65,No
 36 months,MORTGAGE,C,major_purchase,14.47%,GA,Current,Individual,3025,3 years,45000,22.96,0,13.30%,5283,31,0,null, 36 ,3,13,43.76206961077844,22.96,No
 60 months,MORTGAGE,D,debt_consolidation,18.94%,PA,Current,Individual,24000,6 years,122000,26.91,2,49%,45370,29,0,null, 60 ,6,49,43.76206961077844,26.91,No
 36 months,MORTGAGE,A,debt_consolidation,8.19%,MN,Current,Joint App,10000,2 years,30000,73.44,0,41.40%,12378,18,0,23, 36 ,2,41,43.76206961077844,73.44,No
 36 months,MORTGAGE,B,medical,12.98%,WA,Current,Individual,3600,n/a,38400,17.69,0,85.60%,8821,11,0,null, 36 ,,85,43.76206961077844,17.69,No
 60 months,MORTGAGE,C,debt_consolidation,15.02%,CO,Current,Individual,14400,4 years,50000,18.87,0,41.90%,10102,12,0,null, 60 ,4,41,43.76206961077844,18.87,No
 36 months,RENT,B,credit_card,10.33%,CA,Current,Individual,12000,< 1 year,51600,13.72,0,48.70%,5796,6,0,null, 36 ,1,48,43.76206961077844,13.72,No
 36 months,RENT,B,debt_consolidation,11.31%,TX,Current,Individual,4800,10+ years,30000,37.32,1,24.70%,12321,27,1,null, 36 ,10,24,43.76206961077844,37.32,No
 60 months,RENT,C,credit_card,15.02%,MA,Current,Individual,20000,3 years,225000,19.15,2,66.90%,31430,28,1,null, 60 ,3,66,43.76206961077844,19.15,No
 60 months,RENT,C,debt_consolidation,16.91%,TX,Current,Individual,19500,< 1 year,72800,27.83,0,97.50%,18144,25,0,null, 60 ,1,97,43.76206961077844,27.83,No
 60 months,MORTGAGE,C,debt_consolidation,16.14%,MD,Current,Individual,10000,10+ years,154000,12.34,0,94.20%,16775,12,0,null, 60 ,10,94,43.76206961077844,12.34,No
 36 months,RENT,A,debt_consolidation,8.19%,NJ,Current,Individual,5000,10+ years,40000,27.6,0,12.90%,4012,23,0,null, 36 ,10,12,43.76206961077844,27.6,No
 60 months,MORTGAGE,B,debt_consolidation,10.08%,MI,Current,Individual,21000,8 years,120000,14.23,0,78.30%,47398,25,0,null, 60 ,8,78,43.76206961077844,14.23,No
 60 months,RENT,A,debt_consolidation,8.19%,NJ,Current,Individual,25000,4 years,80000,25.01,1,40.70%,23646,38,0,null, 60 ,4,40,43.76206961077844,25.01,No
 60 months,MORTGAGE,A,debt_consolidation,8.19%,SC,Current,Individual,40000,7 years,134000,14.84,0,36.20%,25461,29,0,null, 60 ,7,36,43.76206961077844,14.84,No
 36 months,OWN,E,medical,24.37%,FL,Current,Individual,5000,10+ years,70250,39.12,0,69%,40318,28,0,null, 36 ,10,69,43.76206961077844,39.12,No
 36 months,MORTGAGE,B,debt_consolidation,11.80%,IL,Current,Joint App,30000,4 years,120000,22.1,0,73.10%,34207,44,0,21.37, 36 ,4,73,43.76206961077844,22.1,No
 36 months,RENT,A,credit_card,6.46%,WI,Current,Individual,15000,2 years,57000,20.63,0,62%,15120,17,0,null, 36 ,2,62,43.76206961077844,20.63,No
 36 months,RENT,A,debt_consolidation,6.46%,NY,Current,Individual,18000,< 1 year,110000,6.54,0,9.50%,3766,15,0,null, 36 ,1,9,43.76206961077844,6.54,No
 60 months,RENT,C,debt_consolidation,15.02%,MA,Current,Individual,30000,1 year,85000,29.07,0,24.70%,25390,44,0,null, 60 ,1,24,43.76206961077844,29.07,No
 36 months,MORTGAGE,A,debt_consolidation,7.02%,TX,Current,Individual,40000,8 years,129500,19.48,0,59.70%,57416,42,0,null, 36 ,8,59,43.76206961077844,19.48,No
 60 months,RENT,C,credit_card,15.02%,MN,Current,Individual,11200,4 years,25000,39.7,0,55.20%,7280,13,0,null, 60 ,4,55,43.76206961077844,39.7,No
 36 months,RENT,A,debt_consolidation,8.19%,WA,Current,Individual,6000,2 years,58000,12.91,0,29.70%,4398,8,0,null, 36 ,2,29,43.76206961077844,12.91,No
 36 months,RENT,A,debt_consolidation,6.46%,CA,Current,Individual,18000,10+ years,60000,28.08,0,32.20%,16089,22,0,null, 36 ,10,32,43.76206961077844,28.08,No
 60 months,MORTGAGE,B,credit_card,11.80%,NH,Current,Individual,10000,1 year,70000,23.32,0,86.60%,22775,25,0,null, 60 ,1,86,43.76206961077844,23.32,No
 36 months,OWN,E,other,24.37%,TX,Late (31-120 days),Individual,18000,2 years,85000,16.21,0,37.70%,16124,25,0,null, 36 ,2,37,43.76206961077844,16.21,yes
 36 months,MORTGAGE,B,home_improvement,10.72%,KS,Current,Individual,20000,4 years,75000,15.54,0,39.70%,13774,31,0,null, 36 ,4,39,43.76206961077844,15.54,No
 36 months,MORTGAGE,A,home_improvement,8.81%,FL,Current,Joint App,8000,10+ years,75000,10.78,0,33.10%,5161,29,0,6.73, 36 ,10,33,43.76206961077844,10.78,No
 36 months,MORTGAGE,B,other,11.31%,MO,Current,Individual,5000,10+ years,64460,21.65,1,30.30%,4300,38,0,null, 36 ,10,30,43.76206961077844,21.65,No
 60 months,RENT,C,debt_consolidation,15.02%,MN,Current,Individual,15000,< 1 year,83000,17.7,2,47%,15128,36,1,null, 60 ,1,47,43.76206961077844,17.7,No
 36 months,RENT,D,debt_consolidation,19.92%,NY,Current,Individual,1000,10+ years,55000,15.64,0,63.10%,20378,21,0,null, 36 ,10,63,43.76206961077844,15.64,No
 60 months,OWN,B,debt_consolidation,12.98%,CT,Current,Individual,13000,< 1 year,125000,13.63,0,76%,41953,21,0,null, 60 ,1,76,43.76206961077844,13.63,No
 60 months,OWN,A,credit_card,8.81%,MA,Current,Individual,18000,10+ years,56000,15.67,0,54.80%,12875,23,0,null, 60 ,10,54,43.76206961077844,15.67,No
 36 months,MORTGAGE,B,credit_card,11.80%,KY,Current,Individual,3200,10+ years,37000,20.47,0,47.10%,6973,40,0,null, 36 ,10,47,43.76206961077844,20.47,No
 36 months,MORTGAGE,C,debt_consolidation,15.02%,MO,Current,Joint App,5000,n/a,12000,35.65,0,56%,8910,23,0,12.04, 36 ,,56,43.76206961077844,35.65,No
 36 months,MORTGAGE,D,other,20.89%,IL,Current,Individual,1500,10+ years,70000,39,1,54.70%,4976,33,0,null, 36 ,10,54,43.76206961077844,39,No
 36 months,MORTGAGE,A,debt_consolidation,7.56%,FL,Current,Individual,6500,10+ years,59000,4.21,0,20.60%,6581,8,0,null, 36 ,10,20,43.76206961077844,4.21,No
 36 months,RENT,A,credit_card,7.84%,NY,Current,Individual,6000,n/a,50000,14.51,0,12.10%,595,26,0,null, 36 ,,12,43.76206961077844,14.51,No
 36 months,RENT,B,credit_card,10.33%,CA,Current,Individual,3000,n/a,24000,4.65,0,16.40%,1327,11,0,null, 36 ,,16,43.76206961077844,4.65,No
 36 months,RENT,B,debt_consolidation,12.98%,TX,Late (31-120 days),Individual,7000,2 years,90000,21.48,0,32.90%,15593,54,0,null, 36 ,2,32,43.76206961077844,21.48,yes
 36 months,RENT,B,credit_card,12.98%,CA,Current,Individual,10000,2 years,110000,10.08,0,59.10%,21280,50,0,null, 36 ,2,59,43.76206961077844,10.08,No
 36 months,RENT,A,credit_card,6.67%,WA,Current,Individual,1700,10+ years,35000,25.99,0,40.50%,13681,19,0,null, 36 ,10,40,43.76206961077844,25.99,No
 36 months,MORTGAGE,E,vacation,23.40%,KY,Current,Individual,3500,5 years,41600,26.8,0,41.50%,9098,17,0,null, 36 ,5,41,43.76206961077844,26.8,No
 36 months,OWN,C,debt_consolidation,16.91%,CA,Current,Individual,25000,10+ years,89000,17.11,0,59.20%,40228,32,0,null, 36 ,10,59,43.76206961077844,17.11,No
 36 months,MORTGAGE,B,credit_card,10.33%,FL,Current,Individual,35000,6 years,185000,10.31,0,69.60%,47718,16,0,null, 36 ,6,69,43.76206961077844,10.31,No
 60 months,RENT,D,debt_consolidation,17.97%,MD,Current,Individual,26000,2 years,120000,18.68,0,79.10%,50245,28,0,null, 60 ,2,79,43.76206961077844,18.68,No
 36 months,MORTGAGE,D,debt_consolidation,18.94%,PA,Current,Individual,14000,10+ years,52000,26.17,0,50.30%,12468,22,0,null, 36 ,10,50,43.76206961077844,26.17,No
 36 months,RENT,A,debt_consolidation,8.81%,CA,Late (31-120 days),Individual,15000,2 years,225000,19.83,0,63%,9645,61,0,null, 36 ,2,63,43.76206961077844,19.83,yes
 36 months,MORTGAGE,A,debt_consolidation,7.02%,AZ,Current,Individual,35000,8 years,95000,24.66,0,17.90%,9708,27,0,null, 36 ,8,17,43.76206961077844,24.66,No
 36 months,MORTGAGE,A,credit_card,6.46%,CA,Current,Individual,15000,3 years,80000,16.28,2,70.20%,21466,23,2,null, 36 ,3,70,43.76206961077844,16.28,No
 60 months,MORTGAGE,B,credit_card,11.80%,SC,Current,Individual,10000,< 1 year,95000,19.02,1,34.40%,6675,32,1,null, 60 ,1,34,43.76206961077844,19.02,No
 36 months,RENT,C,debt_consolidation,14.47%,NY,Current,Individual,9000,< 1 year,60000,16.24,4,51.10%,4649,18,0,null, 36 ,1,51,43.76206961077844,16.24,No
 36 months,MORTGAGE,A,credit_card,7.02%,TX,Current,Individual,11000,10+ years,75000,30.67,0,41.10%,37923,28,0,null, 36 ,10,41,43.76206961077844,30.67,No
 36 months,RENT,A,debt_consolidation,7.56%,CT,Current,Individual,9600,2 years,90000,13.35,0,12.50%,4480,10,0,null, 36 ,2,12,43.76206961077844,13.35,No
 36 months,RENT,B,debt_consolidation,10.33%,FL,Current,Individual,16000,1 year,70000,13.36,0,46.90%,21016,9,0,null, 36 ,1,46,43.76206961077844,13.36,No
 60 months,RENT,B,debt_consolidation,10.33%,OR,Current,Individual,27000,< 1 year,120000,15.23,0,73.50%,31240,22,0,null, 60 ,1,73,43.76206961077844,15.23,No
 36 months,MORTGAGE,A,credit_card,7.56%,CO,Current,Joint App,12000,< 1 year,45000,24.29,0,75.60%,17012,10,0,11.17, 36 ,1,75,43.76206961077844,24.29,No
 60 months,MORTGAGE,D,debt_consolidation,20.89%,MO,Current,Individual,35000,5 years,60000,36.78,0,19.10%,2903,29,0,null, 60 ,5,19,43.76206961077844,36.78,No
 36 months,OWN,C,debt_consolidation,16.14%,IL,Current,Individual,10000,n/a,39000,16.52,0,25%,4584,30,0,null, 36 ,,25,43.76206961077844,16.52,No
 36 months,RENT,C,debt_consolidation,15.02%,TN,Current,Individual,15000,10+ years,94000,29.01,0,91.60%,39958,13,0,null, 36 ,10,91,43.76206961077844,29.01,No
 36 months,MORTGAGE,B,debt_consolidation,11.31%,WA,Current,Individual,18000,10+ years,230000,19.61,0,75.80%,44022,38,0,null, 36 ,10,75,43.76206961077844,19.61,No
 36 months,MORTGAGE,A,debt_consolidation,8.81%,SC,Current,Individual,13600,10+ years,134000,31.17,1,76%,95670,27,0,null, 36 ,10,76,43.76206961077844,31.17,No
 60 months,MORTGAGE,B,credit_card,10.72%,ND,Current,Individual,40000,10+ years,135000,11.24,0,73.10%,36482,26,0,null, 60 ,10,73,43.76206961077844,11.24,No
 60 months,MORTGAGE,B,debt_consolidation,11.80%,IL,Current,Individual,20000,10+ years,86000,24.35,0,20%,9341,27,0,null, 60 ,10,20,43.76206961077844,24.35,No
 36 months,OWN,A,debt_consolidation,8.46%,HI,Current,Individual,5000,10+ years,42000,13.2,0,18.70%,6862,15,0,null, 36 ,10,18,43.76206961077844,13.2,No
 36 months,MORTGAGE,C,home_improvement,15.02%,AZ,In Grace Period,Individual,9600,< 1 year,50000,25.01,0,52.60%,14211,23,0,null, 36 ,1,52,43.76206961077844,25.01,yes
 36 months,MORTGAGE,A,debt_consolidation,7.56%,MA,Current,Individual,10000,10+ years,50000,12.67,0,38.20%,13910,25,0,null, 36 ,10,38,43.76206961077844,12.67,No
 36 months,MORTGAGE,A,debt_consolidation,7.56%,GA,Current,Individual,25000,5 years,220000,6.66,0,21%,13423,18,0,null, 36 ,5,21,43.76206961077844,6.66,No
 36 months,MORTGAGE,B,home_improvement,11.31%,OR,Current,Individual,5000,10+ years,163000,17.76,0,81%,55810,23,0,null, 36 ,10,81,43.76206961077844,17.76,No
 36 months,MORTGAGE,B,debt_consolidation,12.98%,PA,Current,Individual,10000,10+ years,63542,19.72,0,15.60%,1043,17,0,null, 36 ,10,15,43.76206961077844,19.72,No
 36 months,OWN,E,debt_consolidation,23.40%,MI,Current,Individual,22000,10+ years,55000,32.86,0,96.40%,18027,21,0,null, 36 ,10,96,43.76206961077844,32.86,No
 36 months,MORTGAGE,D,home_improvement,20.89%,LA,Current,Individual,10000,10+ years,140000,14.9,0,47.90%,5893,36,0,null, 36 ,10,47,43.76206961077844,14.9,No
 36 months,MORTGAGE,A,other,7.56%,TX,Late (31-120 days),Joint App,40000,2 years,184093,5.53,0,40.70%,15098,16,0,5.73, 36 ,2,40,43.76206961077844,5.53,yes
 36 months,RENT,A,debt_consolidation,8.81%,MA,Current,Individual,20000,7 years,75000,12.77,0,34.10%,13091,18,0,null, 36 ,7,34,43.76206961077844,12.77,No
 60 months,RENT,C,credit_card,16.14%,OH,Current,Individual,28800,8 years,65000,27.68,0,97.90%,22612,35,0,null, 60 ,8,97,43.76206961077844,27.68,No
 36 months,RENT,B,credit_card,11.31%,NV,Current,Individual,10000,< 1 year,36000,36.12,0,72.70%,12438,19,0,null, 36 ,1,72,43.76206961077844,36.12,No
 36 months,RENT,B,debt_consolidation,11.31%,NY,Current,Individual,6000,8 years,140000,11.53,0,43%,11098,19,0,null, 36 ,8,43,43.76206961077844,11.53,No
 36 months,OWN,B,home_improvement,11.80%,IN,Current,Individual,6000,10+ years,47000,29.49,0,28.30%,7794,20,0,null, 36 ,10,28,43.76206961077844,29.49,No
